,Z,N,A,Pasym,ZPAR,NPAR,VZ,VN,MASS,U
2757,84.0,117.0,201.0,0.16417910447761194,0,1,2.0,-9.0,200.982263799,5.305e-06
2758,85.0,116.0,201.0,0.15422885572139303,1,0,3.0,-10.0,200.988417058,8.786e-06
2759,86.0,115.0,201.0,0.14427860696517414,0,1,4.0,-11.0,200.995590511,1.0865e-05
2760,87.0,114.0,201.0,0.13432835820895522,1,0,5.0,-12.0,201.003852491,9.747e-06
2761,88.0,113.0,201.0,0.12437810945273632,0,1,6.0,-13.0,201.012814699,2.1794000000000002e-05
2762,76.0,126.0,202.0,0.24752475247524752,0,0,-6.0,0.0,201.986548,0.000429
2763,77.0,125.0,202.0,0.2376237623762376,1,1,-5.0,-1.0,201.982136,0.000322
2764,78.0,124.0,202.0,0.22772277227722773,0,0,-4.0,-2.0,201.975639,2.7e-05
2765,79.0,123.0,202.0,0.21782178217821782,1,1,-3.0,-3.0,201.973856,2.5e-05
2766,80.0,122.0,202.0,0.2079207920792079,0,0,-2.0,-4.0,201.970643604,7.57e-07
2767,81.0,121.0,202.0,0.19801980198019803,1,1,-1.0,-5.0,201.972108874,1.972e-06
2768,82.0,120.0,202.0,0.18811881188118812,0,0,0.0,-6.0,201.972151613,4.075e-06
2769,83.0,119.0,202.0,0.1782178217821782,1,1,1.0,-7.0,201.977723042,1.5032e-05
2770,84.0,118.0,202.0,0.16831683168316833,0,0,2.0,-8.0,201.980738934,9.307e-06
2771,85.0,117.0,202.0,0.15841584158415842,1,1,3.0,-9.0,201.988625686,2.9631e-05
2772,86.0,116.0,202.0,0.1485148514851485,0,0,4.0,-10.0,201.993263982,1.8808e-05
2773,87.0,115.0,202.0,0.13861386138613863,1,1,5.0,-11.0,202.003329637,6.476e-06
2774,88.0,114.0,202.0,0.12871287128712872,0,0,6.0,-12.0,202.009742305,1.6122e-05
2775,76.0,127.0,203.0,0.2512315270935961,0,1,-6.0,1.0,202.992195,0.000429
2776,77.0,126.0,203.0,0.2413793103448276,1,0,-5.0,0.0,202.984573,0.000429
2777,78.0,125.0,203.0,0.2315270935960591,0,1,-4.0,-1.0,202.979055,0.000215
2778,79.0,124.0,203.0,0.22167487684729065,1,0,-3.0,-2.0,202.975154492,3.309e-06
2779,80.0,123.0,203.0,0.21182266009852216,0,1,-2.0,-3.0,202.972872396,1.75e-06
2780,81.0,122.0,203.0,0.2019704433497537,1,0,-1.0,-4.0,202.972344098,1.257e-06
2781,82.0,121.0,203.0,0.1921182266009852,0,1,0.0,-5.0,202.973390617,7.035999999999999e-06
2782,83.0,120.0,203.0,0.18226600985221675,1,0,1.0,-6.0,202.976892077,1.3717000000000001e-05
2783,84.0,119.0,203.0,0.1724137931034483,0,1,2.0,-7.0,202.981416072,4.981e-06
2784,85.0,118.0,203.0,0.1625615763546798,1,0,3.0,-8.0,202.986942904,1.1404e-05
2785,86.0,117.0,203.0,0.15270935960591134,0,1,4.0,-9.0,202.993361155,6.242e-06
2786,87.0,116.0,203.0,0.14285714285714285,1,0,5.0,-10.0,203.000940867,6.689e-06
2787,88.0,115.0,203.0,0.1330049261083744,0,1,6.0,-11.0,203.009233907,1.04e-05
2788,77.0,127.0,204.0,0.24509803921568626,1,1,-5.0,1.0,203.989726,0.000429
2789,78.0,126.0,204.0,0.23529411764705882,0,0,-4.0,0.0,203.981084,0.000215
2790,79.0,125.0,204.0,0.22549019607843138,1,1,-3.0,-1.0,203.97811,0.000215
2791,80.0,124.0,204.0,0.21568627450980393,0,0,-2.0,-2.0,203.973494037,5.34e-07
2792,81.0,123.0,204.0,0.20588235294117646,1,1,-1.0,-3.0,203.97386342,1.238e-06
2793,82.0,122.0,204.0,0.19607843137254902,0,0,0.0,-4.0,203.973043506,1.2310000000000002e-06
2794,83.0,121.0,204.0,0.18627450980392157,1,1,1.0,-5.0,203.977835687,9.854e-06
2795,84.0,120.0,204.0,0.17647058823529413,0,0,2.0,-6.0,203.980310078,1.0811e-05
2796,85.0,119.0,204.0,0.16666666666666666,1,1,3.0,-7.0,203.987251393,2.4335e-05
2797,86.0,118.0,204.0,0.1568627450980392,0,0,4.0,-8.0,203.991443729,7.991e-06
2798,87.0,117.0,204.0,0.14705882352941177,1,1,5.0,-9.0,204.000651972,2.6389e-05
2799,88.0,116.0,204.0,0.13725490196078433,0,0,6.0,-10.0,204.006506855,9.58e-06
2800,77.0,128.0,205.0,0.24878048780487805,1,0,-5.0,2.0,204.993988,0.000537
2801,78.0,127.0,205.0,0.23902439024390243,0,1,-4.0,1.0,204.986237,0.000322
2802,79.0,126.0,205.0,0.22926829268292684,1,0,-3.0,0.0,204.980064,0.000215
2803,80.0,125.0,205.0,0.21951219512195122,0,1,-2.0,-1.0,204.976073151,3.923e-06
2804,81.0,124.0,205.0,0.2097560975609756,1,0,-1.0,-2.0,204.974427318,1.33e-06
2805,82.0,123.0,205.0,0.2,0,1,0.0,-3.0,204.974481682,1.228e-06
2806,83.0,122.0,205.0,0.1902439024390244,1,0,1.0,-4.0,204.977385182,5.160999999999999e-06
2807,84.0,121.0,205.0,0.18048780487804877,0,1,2.0,-5.0,204.981190006,1.0798e-05
2808,85.0,120.0,205.0,0.17073170731707318,1,0,3.0,-6.0,204.986060546,1.2941e-05
2809,86.0,119.0,205.0,0.16097560975609757,0,1,4.0,-7.0,204.991723228,5.453e-06
2810,87.0,118.0,205.0,0.15121951219512195,1,0,5.0,-8.0,204.998593854,8.398999999999999e-06
2811,88.0,117.0,205.0,0.14146341463414633,0,1,6.0,-9.0,205.006230692,2.4446000000000003e-05
2812,89.0,116.0,205.0,0.13170731707317074,1,0,7.0,-10.0,205.015144152,6.3682e-05
2813,78.0,128.0,206.0,0.24271844660194175,0,0,-4.0,2.0,205.99008,0.000322
2814,79.0,127.0,206.0,0.23300970873786409,1,1,-3.0,1.0,205.984766,0.000322
2815,80.0,126.0,206.0,0.22330097087378642,0,0,-2.0,0.0,205.977513837,2.1943e-05
2816,81.0,125.0,206.0,0.21359223300970873,1,1,-1.0,-1.0,205.976110108,1.38e-06
2817,82.0,124.0,206.0,0.20388349514563106,0,0,0.0,-2.0,205.97446521,1.228e-06
2818,83.0,123.0,206.0,0.1941747572815534,1,1,1.0,-3.0,205.978498843,8.193e-06
2819,84.0,122.0,206.0,0.18446601941747573,0,0,2.0,-4.0,205.980473662,4.306e-06
2820,85.0,121.0,206.0,0.17475728155339806,1,1,3.0,-5.0,205.986645768,1.4523e-05
2821,86.0,120.0,206.0,0.1650485436893204,0,0,4.0,-6.0,205.990195409,9.223000000000001e-06
2822,87.0,119.0,206.0,0.1553398058252427,1,1,5.0,-7.0,205.998661441,2.9856e-05
2823,88.0,118.0,206.0,0.14563106796116504,0,0,6.0,-8.0,206.003827842,1.9332e-05
2824,89.0,117.0,206.0,0.13592233009708737,1,1,7.0,-9.0,206.014476477,6.987399999999999e-05
2825,78.0,129.0,207.0,0.2463768115942029,0,1,-4.0,3.0,206.995556,0.000429
2826,79.0,128.0,207.0,0.23671497584541062,1,0,-3.0,2.0,206.988577,0.000322
2827,80.0,127.0,207.0,0.22705314009661837,0,1,-2.0,1.0,206.9823,3.2e-05
2828,81.0,126.0,207.0,0.21739130434782608,1,0,-1.0,0.0,206.977418605,5.839e-06
2829,82.0,125.0,207.0,0.20772946859903382,0,1,0.0,-1.0,206.975896821,1.2310000000000002e-06
2830,83.0,124.0,207.0,0.19806763285024154,1,0,1.0,-2.0,206.978470551,2.5729999999999998e-06
2831,84.0,123.0,207.0,0.18840579710144928,0,1,2.0,-3.0,206.981593334,7.148e-06
2832,85.0,122.0,207.0,0.178743961352657,1,0,3.0,-4.0,206.985799715,1.3318e-05
2833,86.0,121.0,207.0,0.16908212560386474,0,1,4.0,-5.0,206.990730224,5.0899999999999995e-06
2834,87.0,120.0,207.0,0.15942028985507245,1,0,5.0,-6.0,206.99694145,1.8847e-05
2835,88.0,119.0,207.0,0.1497584541062802,0,1,6.0,-7.0,207.00377242,6.2572e-05
2836,89.0,118.0,207.0,0.14009661835748793,1,0,7.0,-8.0,207.011965967,6.0384e-05
2837,78.0,130.0,208.0,0.25,0,0,-4.0,4.0,207.999463,0.000429
2838,79.0,129.0,208.0,0.2403846153846154,1,1,-3.0,3.0,207.993655,0.000322
2839,80.0,128.0,208.0,0.23076923076923078,0,0,-2.0,2.0,207.985759,3.3e-05
2840,81.0,127.0,208.0,0.22115384615384615,1,1,-1.0,1.0,207.982018006,1.989e-06
2841,82.0,126.0,208.0,0.21153846153846154,0,0,0.0,0.0,207.976652005,1.232e-06
2842,83.0,125.0,208.0,0.20192307692307693,1,1,1.0,-1.0,207.97974206,2.4740000000000004e-06
2843,84.0,124.0,208.0,0.19230769230769232,0,0,2.0,-2.0,207.981246035,1.795e-06
2844,85.0,123.0,208.0,0.18269230769230768,1,1,3.0,-3.0,207.986613011,9.577e-06
2845,86.0,122.0,208.0,0.17307692307692307,0,0,4.0,-4.0,207.989634513,1.091e-05
2846,87.0,121.0,208.0,0.16346153846153846,1,1,5.0,-5.0,207.997139082,1.2513999999999999e-05
2847,88.0,120.0,208.0,0.15384615384615385,0,0,6.0,-6.0,208.001855012,9.686e-06
2848,89.0,119.0,208.0,0.14423076923076922,1,1,7.0,-7.0,208.011552251,6.922499999999999e-05
2849,90.0,118.0,208.0,0.1346153846153846,0,0,8.0,-8.0,208.017915348,3.4207999999999995e-05
2850,79.0,130.0,209.0,0.24401913875598086,1,0,-3.0,4.0,208.997606,0.000429
2851,80.0,129.0,209.0,0.23444976076555024,0,1,-2.0,3.0,208.990757,0.000161
2852,81.0,128.0,209.0,0.22488038277511962,1,0,-1.0,2.0,208.985351713,6.559e-06
2853,82.0,127.0,209.0,0.215311004784689,0,1,0.0,1.0,208.981089978,1.875e-06
2854,83.0,126.0,209.0,0.20574162679425836,1,0,1.0,0.0,208.980398599,1.4650000000000002e-06
2855,84.0,125.0,209.0,0.19617224880382775,0,1,2.0,-1.0,208.982430361,1.909e-06
2856,85.0,124.0,209.0,0.18660287081339713,1,0,3.0,-2.0,208.986168701,5.094000000000001e-06
2857,86.0,123.0,209.0,0.17703349282296652,0,1,4.0,-3.0,208.990401389,1.0692e-05
2858,87.0,122.0,209.0,0.1674641148325359,1,0,5.0,-4.0,208.995939701,1.2349e-05
2859,88.0,121.0,209.0,0.15789473684210525,0,1,6.0,-5.0,209.001994902,6.169e-06
2860,89.0,120.0,209.0,0.14832535885167464,1,0,7.0,-6.0,209.009495375,5.9953e-05
2861,90.0,119.0,209.0,0.13875598086124402,0,1,8.0,-7.0,209.017601,0.000111
2862,79.0,131.0,210.0,0.24761904761904763,1,1,-3.0,5.0,210.002877,0.000429
2863,80.0,130.0,210.0,0.23809523809523808,0,0,-2.0,4.0,209.99431,0.000215
2864,81.0,129.0,210.0,0.22857142857142856,1,1,-1.0,3.0,209.990072942,1.2455999999999999e-05
2865,82.0,128.0,210.0,0.21904761904761905,0,0,0.0,2.0,209.984188381,1.554e-06
2866,83.0,127.0,210.0,0.20952380952380953,1,1,1.0,1.0,209.984120237,1.463e-06
2867,84.0,126.0,210.0,0.2,0,0,2.0,0.0,209.982873686,1.23e-06
2868,85.0,125.0,210.0,0.19047619047619047,1,1,3.0,-1.0,209.987147423,8.261e-06
2869,86.0,124.0,210.0,0.18095238095238095,0,0,4.0,-2.0,209.989688862,4.892000000000001e-06
2870,87.0,123.0,210.0,0.17142857142857143,1,1,5.0,-3.0,209.996410596,1.4407e-05
2871,88.0,122.0,210.0,0.1619047619047619,0,0,6.0,-4.0,210.000475406,9.868000000000001e-06
2872,89.0,121.0,210.0,0.1523809523809524,1,1,7.0,-5.0,210.009408625,6.6782e-05
2873,90.0,120.0,210.0,0.14285714285714285,0,0,8.0,-6.0,210.015093515,2.0299e-05
2874,80.0,131.0,211.0,0.24170616113744076,0,1,-2.0,5.0,210.999581,0.000215
2875,81.0,130.0,211.0,0.23222748815165878,1,0,-1.0,4.0,210.993475,4.5e-05
2876,82.0,129.0,211.0,0.22274881516587677,0,1,0.0,3.0,210.988735288,2.426e-06
2877,83.0,128.0,211.0,0.2132701421800948,1,0,1.0,2.0,210.987268715,5.841999999999999e-06
2878,84.0,127.0,211.0,0.2037914691943128,0,1,2.0,1.0,210.986653171,1.347e-06
2879,85.0,126.0,211.0,0.1943127962085308,1,0,3.0,0.0,210.987496226,2.929e-06
2880,86.0,125.0,211.0,0.1848341232227488,0,1,4.0,-1.0,210.990600767,7.314e-06
2881,87.0,124.0,211.0,0.17535545023696683,1,0,5.0,-2.0,210.995555189,1.2872e-05
2882,88.0,123.0,211.0,0.16587677725118483,0,1,6.0,-3.0,211.000893049,5.331e-06
2883,89.0,122.0,211.0,0.15639810426540285,1,0,7.0,-4.0,211.007668846,5.7706000000000006e-05
2884,90.0,121.0,211.0,0.14691943127962084,0,1,8.0,-5.0,211.014896923,9.239900000000001e-05
2885,91.0,120.0,211.0,0.13744075829383887,1,0,9.0,-6.0,211.023674036,7.458100000000001e-05
2886,80.0,132.0,212.0,0.24528301886792453,0,0,-2.0,6.0,212.003242,0.000322
2887,81.0,131.0,212.0,0.2358490566037736,1,1,-1.0,5.0,211.998335,0.000215
2888,82.0,130.0,212.0,0.22641509433962265,0,0,0.0,4.0,211.991895891,1.975e-06
2889,83.0,129.0,212.0,0.2169811320754717,1,1,1.0,3.0,211.99128503,1.989e-06
2890,84.0,128.0,212.0,0.20754716981132076,0,0,2.0,2.0,211.988867982,1.2370000000000002e-06
2891,85.0,127.0,212.0,0.19811320754716982,1,1,3.0,1.0,211.990737301,2.559e-06
2892,86.0,126.0,212.0,0.18867924528301888,0,0,4.0,0.0,211.990703946,3.338e-06
2893,87.0,125.0,212.0,0.1792452830188679,1,1,5.0,-1.0,211.99622542,9.419e-06
2894,88.0,124.0,212.0,0.16981132075471697,0,0,6.0,-2.0,211.999786619,1.1007e-05
2895,89.0,123.0,212.0,0.16037735849056603,1,1,7.0,-3.0,212.007836442,2.3492e-05
2896,90.0,122.0,212.0,0.1509433962264151,0,0,8.0,-4.0,212.01300157,1.0852e-05
2897,91.0,121.0,212.0,0.14150943396226415,1,1,9.0,-5.0,212.023184819,9.4047e-05
2898,80.0,133.0,213.0,0.24882629107981222,0,1,-2.0,7.0,213.008803,0.000322
2899,81.0,132.0,213.0,0.23943661971830985,1,0,-1.0,6.0,213.001915,2.9e-05
2900,82.0,131.0,213.0,0.2300469483568075,0,1,0.0,5.0,212.996560796,7.465e-06
2901,83.0,130.0,213.0,0.22065727699530516,1,0,1.0,4.0,212.99438357,5.455e-06
2902,84.0,129.0,213.0,0.2112676056338028,0,1,2.0,3.0,212.992857154,3.277e-06
2903,85.0,128.0,213.0,0.20187793427230047,1,0,3.0,2.0,212.992936593,5.258e-06
2904,86.0,127.0,213.0,0.19248826291079812,0,1,4.0,1.0,212.993885147,3.618e-06
2905,87.0,126.0,213.0,0.18309859154929578,1,0,5.0,0.0,212.99618441,5.053e-06
2906,88.0,125.0,213.0,0.17370892018779344,0,1,6.0,-1.0,213.000370971,1.0539999999999999e-05
2907,89.0,124.0,213.0,0.1643192488262911,1,0,7.0,-2.0,213.006592665,1.2522e-05
2908,90.0,123.0,213.0,0.15492957746478872,0,1,8.0,-3.0,213.01301147,9.895e-06
2909,91.0,122.0,213.0,0.14553990610328638,1,0,9.0,-4.0,213.021099644,6.1374e-05
2910,80.0,134.0,214.0,0.2523364485981308,0,0,-2.0,8.0,214.012636,0.000429
2911,81.0,133.0,214.0,0.24299065420560748,1,1,-1.0,7.0,214.00694,0.00021
2912,82.0,132.0,214.0,0.2336448598130841,0,0,0.0,6.0,213.999803521,2.114e-06
2913,83.0,131.0,214.0,0.22429906542056074,1,1,1.0,5.0,213.998710909,1.2033e-05
2914,84.0,130.0,214.0,0.21495327102803738,0,0,2.0,4.0,213.995201287,1.556e-06
2915,85.0,129.0,214.0,0.205607476635514,1,1,3.0,3.0,213.996372331,4.274e-06
2916,86.0,128.0,214.0,0.19626168224299065,0,0,4.0,2.0,213.99536265,9.862e-06
2917,87.0,127.0,214.0,0.18691588785046728,1,1,5.0,1.0,213.998971193,9.145e-06
2918,88.0,126.0,214.0,0.17757009345794392,0,0,6.0,0.0,214.00009956,5.636e-06
2919,89.0,125.0,214.0,0.16822429906542055,1,1,7.0,-1.0,214.0069064,1.4547e-05
2920,90.0,124.0,214.0,0.1588785046728972,0,0,8.0,-2.0,214.01148148,1.1445e-05
2921,91.0,123.0,214.0,0.14953271028037382,1,1,9.0,-3.0,214.020891055,8.718e-05
2922,80.0,135.0,215.0,0.2558139534883721,0,1,-2.0,9.0,215.018368,0.000429
2923,81.0,134.0,215.0,0.24651162790697675,1,0,-1.0,8.0,215.010768,0.000322
2924,82.0,133.0,215.0,0.2372093023255814,0,1,0.0,7.0,215.004661591,5.656e-05
2925,83.0,132.0,215.0,0.22790697674418606,1,0,1.0,6.0,215.001749095,6.037e-06
2926,84.0,131.0,215.0,0.2186046511627907,0,1,2.0,5.0,214.999418385,2.276e-06
2927,85.0,130.0,215.0,0.20930232558139536,1,0,3.0,4.0,214.998651002,7.115999999999999e-06
2928,86.0,129.0,215.0,0.2,0,1,4.0,3.0,214.998745037,6.538e-06
2929,87.0,128.0,215.0,0.19069767441860466,1,0,5.0,2.0,215.000341534,7.585e-06
2930,88.0,127.0,215.0,0.1813953488372093,0,1,6.0,1.0,215.002718208,7.73e-06
2931,89.0,126.0,215.0,0.17209302325581396,1,0,7.0,0.0,215.006474061,1.3318e-05
2932,90.0,125.0,215.0,0.16279069767441862,0,1,8.0,-1.0,215.01172464,6.8e-06
2933,91.0,124.0,215.0,0.15348837209302327,1,0,9.0,-2.0,215.019113955,8.851300000000001e-05
2934,92.0,123.0,215.0,0.14418604651162792,0,1,10.0,-3.0,215.026719774,0.000111794
2935,80.0,136.0,216.0,0.25925925925925924,0,0,-2.0,10.0,216.022459,0.000429
2936,81.0,135.0,216.0,0.25,1,1,-1.0,9.0,216.015964,0.000322
2937,82.0,134.0,216.0,0.24074074074074073,0,0,0.0,8.0,216.008062,0.000215
2938,83.0,133.0,216.0,0.23148148148148148,1,1,1.0,7.0,216.006305985,1.2e-05
2939,84.0,132.0,216.0,0.2222222222222222,0,0,2.0,6.0,216.001913416,1.948e-06
2940,85.0,131.0,216.0,0.21296296296296297,1,1,3.0,5.0,216.002422643,3.837e-06
2941,86.0,130.0,216.0,0.2037037037037037,0,0,4.0,4.0,216.000271942,6.192e-06
2942,87.0,129.0,216.0,0.19444444444444445,1,1,5.0,3.0,216.003189523,4.48e-06
2943,88.0,128.0,216.0,0.18518518518518517,0,0,6.0,2.0,216.003533534,8.592e-06
2944,89.0,127.0,216.0,0.17592592592592593,1,1,7.0,1.0,216.008749101,9.907999999999999e-06
2945,90.0,126.0,216.0,0.16666666666666666,0,0,8.0,0.0,216.011055933,1.192e-05
2946,91.0,125.0,216.0,0.1574074074074074,1,1,9.0,-1.0,216.019134633,2.6459e-05
2947,92.0,124.0,216.0,0.14814814814814814,0,0,10.0,-2.0,216.024762829,3.0158e-05
2948,81.0,136.0,217.0,0.2534562211981567,1,0,-1.0,10.0,217.020032,0.000429
2949,82.0,135.0,217.0,0.24423963133640553,0,1,0.0,9.0,217.013162,0.000322
2950,83.0,134.0,217.0,0.2350230414746544,1,0,1.0,8.0,217.009372,1.9e-05
2951,84.0,133.0,217.0,0.22580645161290322,0,1,2.0,7.0,217.006316145,7.0250000000000005e-06
2952,85.0,132.0,217.0,0.21658986175115208,1,0,3.0,6.0,217.004717794,5.368e-06
2953,86.0,131.0,217.0,0.2073732718894009,0,1,4.0,5.0,217.003927632,4.5060000000000006e-06
2954,87.0,130.0,217.0,0.19815668202764977,1,0,5.0,4.0,217.00463198,7.011e-06
2955,88.0,129.0,217.0,0.1889400921658986,0,1,6.0,3.0,217.006322676,7.564e-06
2956,89.0,128.0,217.0,0.17972350230414746,1,0,7.0,2.0,217.009342325,1.2048e-05
2957,90.0,127.0,217.0,0.17050691244239632,0,1,8.0,1.0,217.013103443,1.1394e-05
2958,91.0,126.0,217.0,0.16129032258064516,1,0,9.0,0.0,217.018309024,1.3417e-05
2959,92.0,125.0,217.0,0.15207373271889402,0,1,10.0,-1.0,217.02466,8.6e-05
2960,81.0,137.0,218.0,0.25688073394495414,1,1,-1.0,11.0,218.025454,0.000429
2961,82.0,136.0,218.0,0.24770642201834864,0,0,0.0,10.0,218.016779,0.000322
2962,83.0,135.0,218.0,0.23853211009174313,1,1,1.0,9.0,218.014188,2.9e-05
2963,84.0,134.0,218.0,0.22935779816513763,0,0,2.0,8.0,218.008971234,2.1120000000000003e-06
2964,85.0,133.0,218.0,0.22018348623853212,1,1,3.0,7.0,218.008695941,1.2349e-05
2965,86.0,132.0,218.0,0.21100917431192662,0,0,4.0,6.0,218.005601123,2.486e-06
2966,87.0,131.0,218.0,0.2018348623853211,1,1,5.0,5.0,218.00757862,4.546e-06
2967,88.0,130.0,218.0,0.1926605504587156,0,0,6.0,4.0,218.007134297,1.0528e-05
2968,89.0,129.0,218.0,0.1834862385321101,1,1,7.0,3.0,218.01164886,6.1853e-05
2969,90.0,128.0,218.0,0.1743119266055046,0,0,8.0,2.0,218.013276248,1.1289e-05
2970,91.0,127.0,218.0,0.1651376146788991,1,1,9.0,1.0,218.020021133,1.9158000000000002e-05
2971,92.0,126.0,218.0,0.1559633027522936,0,0,10.0,0.0,218.023504877,1.4721999999999999e-05
2972,82.0,137.0,219.0,0.2511415525114155,0,1,0.0,11.0,219.022136,0.000429
2973,83.0,136.0,219.0,0.2420091324200913,1,0,1.0,10.0,219.01752,0.000215
2974,84.0,135.0,219.0,0.2328767123287671,0,1,2.0,9.0,219.013614,1.7e-05
2975,85.0,134.0,219.0,0.2237442922374429,1,0,3.0,8.0,219.011160587,3.474e-06
2976,86.0,133.0,219.0,0.2146118721461187,0,1,4.0,7.0,219.009478683,2.254e-06
2977,87.0,132.0,219.0,0.2054794520547945,1,0,5.0,6.0,219.009250664,7.38e-06
2978,88.0,131.0,219.0,0.1963470319634703,0,1,6.0,5.0,219.010084715,7.315e-06
2979,89.0,130.0,219.0,0.1872146118721461,1,0,7.0,4.0,219.012420425,5.5262999999999996e-05
2980,90.0,129.0,219.0,0.1780821917808219,0,1,8.0,3.0,219.015526432,6.0611e-05
2981,91.0,128.0,219.0,0.1689497716894977,1,0,9.0,2.0,219.019949909,7.4831e-05
2982,92.0,127.0,219.0,0.1598173515981735,0,1,10.0,1.0,219.025009233,1.4319000000000001e-05
2983,93.0,126.0,219.0,0.1506849315068493,1,0,11.0,0.0,219.031601865,9.8732e-05
2984,82.0,138.0,220.0,0.2545454545454545,0,0,0.0,12.0,220.025905,0.000429
2985,83.0,137.0,220.0,0.24545454545454545,1,1,1.0,11.0,220.022501,0.000322
2986,84.0,136.0,220.0,0.23636363636363636,0,0,2.0,10.0,220.016386,1.9e-05
2987,85.0,135.0,220.0,0.22727272727272727,1,1,3.0,9.0,220.015433,1.5e-05
2988,86.0,134.0,220.0,0.21818181818181817,0,0,4.0,8.0,220.011392443,1.947e-06
2989,87.0,133.0,220.0,0.20909090909090908,1,1,5.0,7.0,220.012326789,4.324e-06
2990,88.0,132.0,220.0,0.2,0,0,6.0,6.0,220.011027542,8.153e-06
2991,89.0,131.0,220.0,0.19090909090909092,1,1,7.0,5.0,220.014754527,6.579e-06
2992,90.0,130.0,220.0,0.18181818181818182,0,0,8.0,4.0,220.015769866,1.4693e-05
2993,91.0,129.0,220.0,0.17272727272727273,1,1,9.0,3.0,220.021769753,1.5731999999999998e-05
2994,92.0,128.0,220.0,0.16363636363636364,0,0,10.0,2.0,220.024706,0.000108
2995,93.0,127.0,220.0,0.15454545454545454,1,1,11.0,1.0,220.03271628,3.2977e-05
2996,83.0,138.0,221.0,0.248868778280543,1,0,1.0,12.0,221.02598,0.000322
2997,84.0,137.0,221.0,0.2398190045248869,0,1,2.0,11.0,221.021228,2.1e-05
2998,85.0,136.0,221.0,0.23076923076923078,1,0,3.0,10.0,221.018017,1.5e-05
2999,86.0,135.0,221.0,0.22171945701357465,0,1,4.0,9.0,221.015535637,6.134e-06
3000,87.0,134.0,221.0,0.21266968325791855,1,0,5.0,8.0,221.014253714,5.245e-06
3001,88.0,133.0,221.0,0.20361990950226244,0,1,6.0,7.0,221.013917293,4.97e-06
3002,89.0,132.0,221.0,0.19457013574660634,1,0,7.0,6.0,221.015599721,6.1086e-05
3003,90.0,131.0,221.0,0.18552036199095023,0,1,8.0,5.0,221.018185757,8.582e-06
3004,91.0,130.0,221.0,0.17647058823529413,1,0,9.0,4.0,221.021873393,6.3746e-05
3005,92.0,129.0,221.0,0.167420814479638,0,1,10.0,3.0,221.026323297,7.744e-05
3006,93.0,128.0,221.0,0.1583710407239819,1,0,11.0,2.0,221.03211,0.000215
3007,94.0,127.0,221.0,0.1493212669683258,0,1,12.0,1.0,221.038572,0.000322
3008,83.0,139.0,222.0,0.25225225225225223,1,1,1.0,13.0,222.031079,0.000322
3009,84.0,138.0,222.0,0.24324324324324326,0,0,2.0,12.0,222.02414,4.3e-05
3010,85.0,137.0,222.0,0.23423423423423423,1,1,3.0,11.0,222.022494,1.7e-05
3011,86.0,136.0,222.0,0.22522522522522523,0,0,4.0,10.0,222.017576017,2.086e-06
3012,87.0,135.0,222.0,0.21621621621621623,1,1,5.0,9.0,222.017582615,8e-06
3013,88.0,134.0,222.0,0.2072072072072072,0,0,6.0,8.0,222.015373371,4.781e-06
3014,89.0,133.0,222.0,0.1981981981981982,1,1,7.0,7.0,222.017844232,5.0439999999999995e-06
3015,90.0,132.0,222.0,0.1891891891891892,0,0,8.0,6.0,222.01846822,1.0966e-05
3016,91.0,131.0,222.0,0.18018018018018017,1,1,9.0,5.0,222.023687064,9.2975e-05
3017,92.0,130.0,222.0,0.17117117117117117,0,0,10.0,4.0,222.026057957,5.5817e-05
3018,93.0,129.0,222.0,0.16216216216216217,1,1,11.0,3.0,222.033574706,4.0848999999999995e-05
3019,94.0,128.0,222.0,0.15315315315315314,0,0,12.0,2.0,222.037638,0.000322
3020,83.0,140.0,223.0,0.2556053811659193,1,0,1.0,14.0,223.034611,0.000429
3021,84.0,139.0,223.0,0.24663677130044842,0,1,2.0,13.0,223.02907,0.00021
3022,85.0,138.0,223.0,0.23766816143497757,1,0,3.0,12.0,223.025151,1.5e-05
3023,86.0,137.0,223.0,0.22869955156950672,0,1,4.0,11.0,223.021889283,8.397000000000001e-06
3024,87.0,136.0,223.0,0.21973094170403587,1,0,5.0,10.0,223.019734241,2.073e-06
3025,88.0,135.0,223.0,0.21076233183856502,0,1,6.0,9.0,223.018500648,2.243e-06
3026,89.0,134.0,223.0,0.20179372197309417,1,0,7.0,8.0,223.019135982,7.457e-06
3027,90.0,133.0,223.0,0.19282511210762332,0,1,8.0,7.0,223.020811083,8.527e-06
3028,91.0,132.0,223.0,0.18385650224215247,1,0,9.0,6.0,223.023980414,8.1193e-05
3029,92.0,131.0,223.0,0.17488789237668162,0,1,10.0,5.0,223.027960754,6.3396e-05
3030,93.0,130.0,223.0,0.16591928251121077,1,0,11.0,4.0,223.03291334,8.895600000000001e-05
3031,94.0,129.0,223.0,0.15695067264573992,0,1,12.0,3.0,223.038777,0.000322
3032,95.0,128.0,223.0,0.14798206278026907,1,0,13.0,2.0,223.04584,0.000322
3033,83.0,141.0,224.0,0.25892857142857145,1,1,1.0,15.0,224.039796,0.000429
3034,84.0,140.0,224.0,0.25,0,0,2.0,14.0,224.03211,0.00021
3035,85.0,139.0,224.0,0.24107142857142858,1,1,3.0,13.0,224.029749,2.4e-05
3036,86.0,138.0,224.0,0.23214285714285715,0,0,4.0,12.0,224.024095803,1.0536e-05
